target_word,target_group,attribute_word,attribute_group,cosine_similarity
greg,X,vacation,A,-0.0049980837
greg,X,abuse,B,0.01909974
greg,X,crash,B,0.010340619
greg,X,filth,B,0.09570526
greg,X,murder,B,0.0041889492
greg,X,sickness,B,0.12628426
greg,X,accident,B,-0.02119835
greg,X,death,B,0.022224145
greg,X,grief,B,0.05479403
greg,X,poison,B,0.047500454
greg,X,stink,B,0.23493089
greg,X,assault,B,0.032719065
greg,X,disaster,B,0.026060952
greg,X,hatred,B,0.07260582
greg,X,pollute,B,0.031657558
greg,X,tragedy,B,-0.02617423
greg,X,divorce,B,0.010191009
greg,X,jail,B,0.08233768
greg,X,poverty,B,-0.03155109
greg,X,ugly,B,0.12874953
greg,X,cancer,B,0.0033585434
greg,X,kill,B,0.07983009
greg,X,rotten,B,0.161086
greg,X,vomit,B,0.15224609
greg,X,agony,B,0.054728206
greg,X,prison,B,0.053282037
jed,X,caress,A,0.017717015
jed,X,freedom,A,0.03554042
jed,X,health,A,0.003262576
jed,X,love,A,0.08665619
jed,X,peace,A,-0.002170385
jed,X,cheer,A,0.054659024
jed,X,friend,A,0.11674362
jed,X,heaven,A,0.061586235
jed,X,loyal,A,0.046463482
jed,X,pleasure,A,0.097023144
jed,X,diamond,A,0.008139637
jed,X,gentle,A,0.051933914
jed,X,honest,A,0.08013749
jed,X,lucky,A,0.022783475
jed,X,rainbow,A,-0.008649047
jed,X,diploma,A,0.017697133
jed,X,gift,A,-0.008653258
jed,X,honor,A,0.03085481
jed,X,miracle,A,0.014302767
jed,X,sunrise,A,0.004491746
jed,X,family,A,0.11147856
jed,X,happy,A,0.10201907
jed,X,laughter,A,0.103173755
jed,X,paradise,A,0.052190732
jed,X,vacation,A,0.0946697
jed,X,abuse,B,-0.0052459333
jed,X,crash,B,0.008760912
jed,X,filth,B,-0.024194332
jed,X,murder,B,0.03910473
jed,X,sickness,B,0.100348845
jed,X,accident,B,0.03736083
jed,X,death,B,0.05245611
jed,X,grief,B,0.11543907
jed,X,poison,B,-0.02613459
jed,X,stink,B,0.0947984
jed,X,assault,B,0.014985853
jed,X,disaster,B,0.08463328
jed,X,hatred,B,0.06622205
jed,X,pollute,B,-0.004896931
jed,X,tragedy,B,0.09196293
jed,X,divorce,B,0.055595092
jed,X,jail,B,-0.00043084746
jed,X,poverty,B,0.1013692
jed,X,ugly,B,0.00012386378
jed,X,cancer,B,0.088269
jed,X,kill,B,0.1103247
jed,X,rotten,B,0.016766269
jed,X,vomit,B,0.026587749
jed,X,agony,B,0.10551988
jed,X,prison,B,-0.006837899
paul,X,caress,A,0.11297831
paul,X,freedom,A,0.09562527
paul,X,health,A,0.049371935
paul,X,love,A,0.103118606
paul,X,peace,A,0.121452935
paul,X,cheer,A,0.012412513
paul,X,friend,A,0.15748332
paul,X,heaven,A,0.22470216
paul,X,loyal,A,0.026050488
paul,X,pleasure,A,0.042503037
paul,X,diamond,A,0.03081862
paul,X,gentle,A,0.10032542
paul,X,honest,A,0.13343312
paul,X,lucky,A,0.14450695
paul,X,rainbow,A,0.15340558
paul,X,diploma,A,-0.006603826
paul,X,gift,A,0.040221397
paul,X,honor,A,0.019210177
paul,X,miracle,A,0.14436013
paul,X,sunrise,A,0.17545222
paul,X,family,A,0.0056861704
paul,X,happy,A,0.1049498
paul,X,laughter,A,-0.0030469592
paul,X,paradise,A,0.15202153
paul,X,vacation,A,-0.0029136732
paul,X,abuse,B,0.11736122
paul,X,crash,B,0.07859366
paul,X,filth,B,0.14611018
paul,X,murder,B,0.07026269
paul,X,sickness,B,0.1571209
paul,X,accident,B,0.084561355
paul,X,death,B,0.14205058
paul,X,grief,B,0.055504292
paul,X,poison,B,0.06335548
paul,X,stink,B,0.18354903
paul,X,assault,B,-0.0037770248
paul,X,disaster,B,0.05870767
paul,X,hatred,B,0.08048206
paul,X,pollute,B,0.121008754
paul,X,tragedy,B,0.052494694
paul,X,divorce,B,0.09936941
paul,X,jail,B,0.08515218
paul,X,poverty,B,0.06547862
paul,X,ugly,B,0.13174483
paul,X,cancer,B,0.026941676
paul,X,kill,B,0.1373957
paul,X,rotten,B,0.13311522
paul,X,vomit,B,0.1477709
paul,X,agony,B,0.060731392
paul,X,prison,B,0.06379553
todd,X,caress,A,0.059968818
todd,X,freedom,A,0.08102793
todd,X,health,A,0.104247384
todd,X,love,A,0.115063824
todd,X,peace,A,0.056394827
todd,X,cheer,A,0.032824773
todd,X,friend,A,0.12763296
todd,X,heaven,A,0.18554841
todd,X,loyal,A,-0.020876165
todd,X,pleasure,A,0.009714851
todd,X,diamond,A,0.0010769774
todd,X,gentle,A,0.040147066
todd,X,honest,A,0.13588332
todd,X,lucky,A,0.14914685
todd,X,rainbow,A,0.16933273
todd,X,diploma,A,0.06590598
todd,X,gift,A,-0.061716594
todd,X,honor,A,-0.07013423
todd,X,miracle,A,0.09142583
todd,X,sunrise,A,0.029846514
todd,X,family,A,0.015394696
todd,X,happy,A,0.10019428
todd,X,laughter,A,-0.0050483537
todd,X,paradise,A,0.16288881
todd,X,vacation,A,0.060254052
todd,X,abuse,B,0.034550343
todd,X,crash,B,0.072400235
todd,X,filth,B,0.13988677
todd,X,murder,B,0.04034844
todd,X,sickness,B,0.16567688
todd,X,accident,B,0.08538389
todd,X,death,B,0.04595436
todd,X,grief,B,0.0023320455
todd,X,poison,B,-0.0153174605
todd,X,stink,B,0.17936544
todd,X,assault,B,-0.026823604
todd,X,disaster,B,0.02943181
todd,X,hatred,B,0.051460158
todd,X,pollute,B,0.042897016
todd,X,tragedy,B,0.0119804405
todd,X,divorce,B,0.058243264
todd,X,jail,B,0.086734615
todd,X,poverty,B,0.076881655
todd,X,ugly,B,0.15152147
todd,X,cancer,B,0.022499561
todd,X,kill,B,0.031150533
todd,X,rotten,B,0.21442494
todd,X,vomit,B,0.12846096
todd,X,agony,B,-0.0020662362
todd,X,prison,B,0.060107727
brandon,X,caress,A,0.17676073
brandon,X,freedom,A,0.08539057
brandon,X,health,A,0.018054921
brandon,X,love,A,0.17584814
brandon,X,peace,A,0.07780896
brandon,X,cheer,A,0.06839014
brandon,X,friend,A,0.1515021
brandon,X,heaven,A,0.20860144
brandon,X,loyal,A,0.017681077
brandon,X,pleasure,A,0.08145757
brandon,X,diamond,A,0.115671314
brandon,X,gentle,A,0.079725
brandon,X,honest,A,0.1423306
brandon,X,lucky,A,0.17548497
brandon,X,rainbow,A,0.16061257
brandon,X,diploma,A,0.06458921
brandon,X,gift,A,0.048246343
brandon,X,honor,A,0.0584318
brandon,X,miracle,A,0.10976961
brandon,X,sunrise,A,0.10077105
brandon,X,family,A,0.030607348
brandon,X,happy,A,0.11178935
brandon,X,laughter,A,0.08220023
brandon,X,paradise,A,0.14992984
brandon,X,vacation,A,-0.0102592595
brandon,X,abuse,B,0.071122766
brandon,X,crash,B,0.063333094
brandon,X,filth,B,0.17490657
brandon,X,murder,B,0.04221296
brandon,X,sickness,B,0.19177924
brandon,X,accident,B,0.09382008
brandon,X,death,B,0.100577876
brandon,X,grief,B,0.09405047
brandon,X,poison,B,0.08396461
brandon,X,stink,B,0.19624808
brandon,X,assault,B,0.036608215
brandon,X,disaster,B,0.009497838
brandon,X,hatred,B,0.1266272
brandon,X,pollute,B,0.050155595
brandon,X,tragedy,B,0.016306574
brandon,X,divorce,B,0.07439806
brandon,X,jail,B,0.08008129
brandon,X,poverty,B,0.00473354
brandon,X,ugly,B,0.06878021
brandon,X,cancer,B,0.03681421
brandon,X,kill,B,0.13296814
brandon,X,rotten,B,0.106342524
brandon,X,vomit,B,0.23194213
brandon,X,agony,B,0.09906952
brandon,X,prison,B,0.0323085
hank,X,caress,A,0.22201034
hank,X,freedom,A,0.033616044
hank,X,health,A,0.020249778
hank,X,love,A,0.19825977
hank,X,peace,A,0.08484034
hank,X,cheer,A,0.13886476
hank,X,friend,A,0.20889965
hank,X,heaven,A,0.24362086
hank,X,loyal,A,0.08025425
hank,X,pleasure,A,0.11404797
hank,X,diamond,A,0.15527697
hank,X,gentle,A,0.21752024
hank,X,honest,A,0.11242056
hank,X,lucky,A,0.13480496
hank,X,rainbow,A,0.31313396
hank,X,diploma,A,0.04050931
hank,X,gift,A,0.13935466
hank,X,honor,A,0.06373573
hank,X,miracle,A,0.13104916
hank,X,sunrise,A,0.1539179
hank,X,family,A,0.103513345
hank,X,happy,A,0.09987768
hank,X,laughter,A,0.1131031
hank,X,paradise,A,0.09309503
hank,X,vacation,A,0.01595854
hank,X,abuse,B,0.042768147
hank,X,crash,B,-0.07612647
hank,X,filth,B,0.1718312
hank,X,murder,B,0.0062505314
hank,X,sickness,B,0.07656457
hank,X,accident,B,-0.026684595
hank,X,death,B,-0.006020479
hank,X,grief,B,0.07086406
hank,X,poison,B,0.034455627
hank,X,stink,B,0.23646782
hank,X,assault,B,-0.041871835
hank,X,disaster,B,-0.0006899408
hank,X,hatred,B,0.05760447
hank,X,pollute,B,0.0073972223
hank,X,tragedy,B,-0.02357212
hank,X,divorce,B,0.10525737
hank,X,jail,B,0.08040084
hank,X,poverty,B,0.026185382
hank,X,ugly,B,0.13979854
hank,X,cancer,B,0.0390036
hank,X,kill,B,0.0067062406
hank,X,rotten,B,0.21292529
hank,X,vomit,B,0.12115051
hank,X,agony,B,0.10315367
hank,X,prison,B,0.05960276
jonathan,X,caress,A,0.14648157
jonathan,X,freedom,A,0.18140358
jonathan,X,health,A,0.022479875
jonathan,X,love,A,0.20491117
jonathan,X,peace,A,0.16143867
jonathan,X,cheer,A,0.005319161
jonathan,X,friend,A,0.16540854
jonathan,X,heaven,A,0.21926779
jonathan,X,loyal,A,0.0832692
jonathan,X,pleasure,A,0.09655844
jonathan,X,diamond,A,0.052013014
jonathan,X,gentle,A,0.07115904
jonathan,X,honest,A,0.11623913
jonathan,X,lucky,A,0.057069786
jonathan,X,rainbow,A,0.15769805
jonathan,X,diploma,A,-0.01516428
jonathan,X,gift,A,0.028211907
jonathan,X,honor,A,0.0039583794
jonathan,X,miracle,A,0.08076024
jonathan,X,sunrise,A,0.06877994
jonathan,X,family,A,0.041001722
jonathan,X,happy,A,0.042493213
jonathan,X,laughter,A,0.0703765
jonathan,X,paradise,A,0.15107656
jonathan,X,vacation,A,0.01593401
jonathan,X,abuse,B,0.005694758
jonathan,X,crash,B,0.01599418
jonathan,X,filth,B,0.16375636
jonathan,X,murder,B,-0.025983166
jonathan,X,sickness,B,0.107247815
jonathan,X,accident,B,-0.019199418
jonathan,X,death,B,0.011311323
jonathan,X,grief,B,0.06564321
jonathan,X,poison,B,0.017040825
jonathan,X,stink,B,0.14632222
jonathan,X,assault,B,-0.06875896
jonathan,X,disaster,B,0.0059824456
jonathan,X,hatred,B,0.17028603
jonathan,X,pollute,B,0.07924179
jonathan,X,tragedy,B,0.0035855311
jonathan,X,divorce,B,0.07182898
jonathan,X,jail,B,0.009358714
jonathan,X,poverty,B,0.057844736
jonathan,X,ugly,B,0.13297674
jonathan,X,cancer,B,-0.026441488
jonathan,X,kill,B,0.06805208
jonathan,X,rotten,B,0.15348853
jonathan,X,vomit,B,0.09265511
jonathan,X,agony,B,0.070152365
jonathan,X,prison,B,-0.0029797007
peter,X,caress,A,0.1316856
peter,X,freedom,A,-0.010884578
peter,X,health,A,0.08031605
peter,X,love,A,0.041686386
peter,X,peace,A,0.12481709
peter,X,cheer,A,0.11820211
peter,X,friend,A,-0.048421517
peter,X,heaven,A,0.09594235
peter,X,loyal,A,0.020796029
peter,X,pleasure,A,-0.07820774
peter,X,diamond,A,-0.0076904423
peter,X,gentle,A,0.082321554
peter,X,honest,A,0.041851986
peter,X,lucky,A,0.053741146
peter,X,rainbow,A,0.09509049
peter,X,diploma,A,-0.0013658209
peter,X,gift,A,-0.044272993
peter,X,honor,A,-0.12003595
peter,X,miracle,A,0.06923341
peter,X,sunrise,A,0.12505317
peter,X,family,A,-0.031971276
peter,X,happy,A,0.047501557
peter,X,laughter,A,0.12415027
peter,X,paradise,A,0.016450433
peter,X,vacation,A,0.027375638
peter,X,abuse,B,0.03166197
peter,X,crash,B,0.033983443
peter,X,filth,B,0.04279675
peter,X,murder,B,-0.0028709061
peter,X,sickness,B,0.13981633
peter,X,accident,B,-0.048754483
peter,X,death,B,0.049486753
peter,X,grief,B,0.025709841
peter,X,poison,B,0.014594726
peter,X,stink,B,0.14989732
peter,X,assault,B,-0.04857854
peter,X,disaster,B,0.054187037
peter,X,hatred,B,0.07156129
peter,X,pollute,B,0.17886853
peter,X,tragedy,B,-0.019362811
peter,X,divorce,B,0.023996923
peter,X,jail,B,0.075602874
peter,X,poverty,B,0.03956484
peter,X,ugly,B,0.10960509
peter,X,cancer,B,-0.013047004
peter,X,kill,B,0.13723691
peter,X,rotten,B,0.08161543
peter,X,vomit,B,0.16212042
peter,X,agony,B,0.029060299
peter,X,prison,B,0.0863208
wilbur,X,caress,A,0.019338055
wilbur,X,freedom,A,0.07077127
wilbur,X,health,A,-0.013914563
wilbur,X,love,A,0.11810733
wilbur,X,peace,A,0.08142473
wilbur,X,cheer,A,0.12465712
wilbur,X,friend,A,0.10741888
wilbur,X,heaven,A,0.09354233
wilbur,X,loyal,A,0.0061510466
wilbur,X,pleasure,A,0.08874463
wilbur,X,diamond,A,-0.06382877
wilbur,X,gentle,A,0.1367539
wilbur,X,honest,A,0.05416461
wilbur,X,lucky,A,0.108974054
wilbur,X,rainbow,A,0.1089362
wilbur,X,diploma,A,0.078535326
wilbur,X,gift,A,0.106728606
wilbur,X,honor,A,0.15518017
wilbur,X,miracle,A,0.090875804
wilbur,X,sunrise,A,-0.005174171
wilbur,X,family,A,0.11827361
wilbur,X,happy,A,0.06800342
wilbur,X,laughter,A,0.15227719
wilbur,X,paradise,A,0.023848671
wilbur,X,vacation,A,0.042851184
wilbur,X,abuse,B,-0.02041381
wilbur,X,crash,B,0.09078439
wilbur,X,filth,B,-0.010108073
wilbur,X,murder,B,0.005498057
wilbur,X,sickness,B,0.070830986
wilbur,X,accident,B,0.06470144
wilbur,X,death,B,0.071686454
wilbur,X,grief,B,0.10026511
wilbur,X,poison,B,-0.0056509925
wilbur,X,stink,B,0.10844136
wilbur,X,assault,B,-0.002171671
wilbur,X,disaster,B,-0.013683857
wilbur,X,hatred,B,0.008328766
wilbur,X,pollute,B,-0.012890405
wilbur,X,tragedy,B,0.013687717
wilbur,X,divorce,B,0.0404125
wilbur,X,jail,B,0.036713928
wilbur,X,poverty,B,0.016980149
wilbur,X,ugly,B,0.0892048
wilbur,X,cancer,B,0.029404776
wilbur,X,kill,B,0.05050067
wilbur,X,rotten,B,0.073905915
wilbur,X,vomit,B,0.08261904
wilbur,X,agony,B,0.037560884
wilbur,X,prison,B,0.012564342
amanda,X,caress,A,0.1562451
amanda,X,freedom,A,0.06939968
amanda,X,health,A,-0.030899968
amanda,X,love,A,0.20304222
amanda,X,peace,A,-0.01224251
amanda,X,cheer,A,0.048997
amanda,X,friend,A,0.18552376
amanda,X,heaven,A,0.19391593
amanda,X,loyal,A,-0.00053218054
amanda,X,pleasure,A,0.099443674
amanda,X,diamond,A,0.05117596
amanda,X,gentle,A,0.09111987
amanda,X,honest,A,0.14016694
amanda,X,lucky,A,0.15862383
amanda,X,rainbow,A,0.11809592
amanda,X,diploma,A,0.016510753
amanda,X,gift,A,0.00578573
amanda,X,honor,A,-0.04752356
amanda,X,miracle,A,0.10327506
amanda,X,sunrise,A,0.08639461
amanda,X,family,A,0.039937347
amanda,X,happy,A,0.11490801
amanda,X,laughter,A,0.11172844
amanda,X,paradise,A,0.09335279
amanda,X,vacation,A,0.057296615
amanda,X,abuse,B,0.07778091
amanda,X,crash,B,0.012046697
amanda,X,filth,B,0.18782756
amanda,X,murder,B,0.10572475
amanda,X,sickness,B,0.15001929
amanda,X,accident,B,0.04866912
amanda,X,death,B,0.06978737
amanda,X,grief,B,0.030467466
amanda,X,poison,B,0.048120536
amanda,X,stink,B,0.22286291
amanda,X,assault,B,0.00971602
amanda,X,disaster,B,-0.047289614
amanda,X,hatred,B,0.09650926
amanda,X,pollute,B,0.096015975
amanda,X,tragedy,B,-0.0037396338
amanda,X,divorce,B,0.0645475
amanda,X,jail,B,0.093284346
amanda,X,poverty,B,-0.026206769
amanda,X,ugly,B,0.14009346
amanda,X,cancer,B,0.0039351652
amanda,X,kill,B,0.15720782
amanda,X,rotten,B,0.1384451
amanda,X,vomit,B,0.21527708
amanda,X,agony,B,0.087967485
amanda,X,prison,B,0.04797873
courtney,X,caress,A,0.24191596
courtney,X,freedom,A,0.09071221
courtney,X,health,A,-0.020317758
courtney,X,love,A,0.30009976
courtney,X,peace,A,0.123734914
courtney,X,cheer,A,0.10616492
courtney,X,friend,A,0.21156289
courtney,X,heaven,A,0.27701208
courtney,X,loyal,A,0.033891525
courtney,X,pleasure,A,0.15223974
courtney,X,diamond,A,0.043514654
courtney,X,gentle,A,0.115330845
courtney,X,honest,A,0.16962199
courtney,X,lucky,A,0.16709742
courtney,X,rainbow,A,0.15230933
courtney,X,diploma,A,0.04451372
courtney,X,gift,A,0.04997835
courtney,X,honor,A,-0.036498006
courtney,X,miracle,A,0.07844575
courtney,X,sunrise,A,0.16222084
courtney,X,family,A,0.04015652
courtney,X,happy,A,0.17483918
courtney,X,laughter,A,0.15230536
courtney,X,paradise,A,0.174005
courtney,X,vacation,A,0.067314774
courtney,X,abuse,B,0.07349451
courtney,X,crash,B,0.08750857
courtney,X,filth,B,0.18380955
courtney,X,murder,B,0.08678516
courtney,X,sickness,B,0.11312286
courtney,X,accident,B,0.033057768
courtney,X,death,B,0.064805046
courtney,X,grief,B,0.115893364
courtney,X,poison,B,0.03206073
courtney,X,stink,B,0.17899041
courtney,X,assault,B,0.006344238
courtney,X,disaster,B,-0.028531263
courtney,X,hatred,B,0.07284803
courtney,X,pollute,B,0.09057745
courtney,X,tragedy,B,0.026439521
courtney,X,divorce,B,0.115665555
courtney,X,jail,B,0.10777089
courtney,X,poverty,B,0.004582065
courtney,X,ugly,B,0.17684828
courtney,X,cancer,B,-0.028545994
courtney,X,kill,B,0.08895557
courtney,X,rotten,B,0.20051846
courtney,X,vomit,B,0.24137357
courtney,X,agony,B,0.14463846
courtney,X,prison,B,0.060266387
heather,X,caress,A,0.21216694
heather,X,freedom,A,0.0060981414
heather,X,health,A,0.032416515
heather,X,love,A,0.13443293
heather,X,peace,A,0.06260781
heather,X,cheer,A,0.08674104
heather,X,friend,A,0.026046714
heather,X,heaven,A,0.1111885
heather,X,loyal,A,-0.055917747
heather,X,pleasure,A,0.059069116
heather,X,diamond,A,0.12799044
heather,X,gentle,A,0.18173064
heather,X,honest,A,0.0810011
heather,X,lucky,A,0.07371898
heather,X,rainbow,A,0.17364058
heather,X,diploma,A,0.051346704
heather,X,gift,A,0.041028682
heather,X,honor,A,-0.01202123
heather,X,miracle,A,0.07391999
heather,X,sunrise,A,0.1751287
heather,X,family,A,-0.037492696
heather,X,happy,A,-0.020914223
heather,X,laughter,A,0.13028792
heather,X,paradise,A,0.17200986
heather,X,vacation,A,0.0099235615
heather,X,abuse,B,0.08521819
heather,X,crash,B,0.056291915
heather,X,filth,B,0.10734281
heather,X,murder,B,0.014012155
heather,X,sickness,B,0.1632172
heather,X,accident,B,0.035665378
heather,X,death,B,0.016983744
heather,X,grief,B,0.088540405
heather,X,poison,B,0.104797095
heather,X,stink,B,0.13739565
heather,X,assault,B,0.063454464
heather,X,disaster,B,0.03773713
heather,X,hatred,B,0.13254622
heather,X,pollute,B,0.089854866
heather,X,tragedy,B,0.020359011
heather,X,divorce,B,0.01294398
heather,X,jail,B,-0.013284935
heather,X,poverty,B,0.025342258
heather,X,ugly,B,0.08890893
heather,X,cancer,B,0.0913581
heather,X,kill,B,0.010691269
heather,X,rotten,B,0.10012147
heather,X,vomit,B,0.16455333
heather,X,agony,B,0.10230491
heather,X,prison,B,0.005012365
melanie,X,caress,A,0.24286532
melanie,X,freedom,A,0.10796176
melanie,X,health,A,0.10729845
melanie,X,love,A,0.24702182
melanie,X,peace,A,0.08599745
melanie,X,cheer,A,0.07660287
melanie,X,friend,A,0.16635196
melanie,X,heaven,A,0.21935128
melanie,X,loyal,A,-0.059251215
melanie,X,pleasure,A,0.041687746
melanie,X,diamond,A,0.031055924
melanie,X,gentle,A,0.16857964
melanie,X,honest,A,0.11809494
melanie,X,lucky,A,0.17065534
melanie,X,rainbow,A,0.27032214
melanie,X,diploma,A,0.12834786
melanie,X,gift,A,0.12654962
melanie,X,honor,A,-0.0079540545
melanie,X,miracle,A,0.16398326
melanie,X,sunrise,A,0.16917025
melanie,X,family,A,0.057223298
melanie,X,happy,A,0.14982378
melanie,X,laughter,A,0.09954894
melanie,X,paradise,A,0.19163717
melanie,X,vacation,A,0.11928588
melanie,X,abuse,B,0.15520059
melanie,X,crash,B,0.11564933
melanie,X,filth,B,0.18803735
melanie,X,murder,B,0.045684874
melanie,X,sickness,B,0.16288657
melanie,X,accident,B,0.08000849
melanie,X,death,B,0.08797971
melanie,X,grief,B,0.056568895
melanie,X,poison,B,0.061661806
melanie,X,stink,B,0.2439182
melanie,X,assault,B,0.096585795
melanie,X,disaster,B,0.070692964
melanie,X,hatred,B,0.11100623
melanie,X,pollute,B,0.12859829
melanie,X,tragedy,B,0.036253724
melanie,X,divorce,B,0.1042404
melanie,X,jail,B,0.105911806
melanie,X,poverty,B,0.07063714
melanie,X,ugly,B,0.1529543
melanie,X,cancer,B,0.05574923
melanie,X,kill,B,0.13771994
melanie,X,rotten,B,0.18286929
melanie,X,vomit,B,0.25749737
melanie,X,agony,B,0.08063707
melanie,X,prison,B,0.07226048
sara,X,caress,A,0.23486263
sara,X,freedom,A,0.12281632
sara,X,health,A,0.09321007
sara,X,love,A,0.22574025
sara,X,peace,A,0.110947415
sara,X,cheer,A,0.10958805
sara,X,friend,A,0.19203538
sara,X,heaven,A,0.23220168
sara,X,loyal,A,0.063493036
sara,X,pleasure,A,0.05009455
sara,X,diamond,A,0.033102494
sara,X,gentle,A,0.1481191
sara,X,honest,A,0.12435108
sara,X,lucky,A,0.13868675
sara,X,rainbow,A,0.12892325
sara,X,diploma,A,0.07363635
sara,X,gift,A,0.09548838
sara,X,honor,A,-0.013167048
sara,X,miracle,A,0.10848191
sara,X,sunrise,A,0.12787747
sara,X,family,A,0.07584142
sara,X,happy,A,0.13134284
sara,X,laughter,A,0.13620889
sara,X,paradise,A,0.12615234
sara,X,vacation,A,0.056804016
sara,X,abuse,B,0.035459507
sara,X,crash,B,0.05379204
sara,X,filth,B,0.13682587
sara,X,murder,B,0.054226615
sara,X,sickness,B,0.15685862
sara,X,accident,B,0.06321752
sara,X,death,B,0.13214989
sara,X,grief,B,0.112337396
sara,X,poison,B,0.03027847
sara,X,stink,B,0.087803245
sara,X,assault,B,-0.031576317
sara,X,disaster,B,0.04065347
sara,X,hatred,B,0.088266134
sara,X,pollute,B,0.07451412
sara,X,tragedy,B,0.01893684
sara,X,divorce,B,0.15263751
sara,X,jail,B,0.028834518
sara,X,poverty,B,0.07618684
sara,X,ugly,B,0.1579454
sara,X,cancer,B,0.09320522
sara,X,kill,B,0.10019379
sara,X,rotten,B,0.11643091
sara,X,vomit,B,0.14405228
sara,X,agony,B,0.090155974
sara,X,prison,B,0.0030299264
amber,X,caress,A,0.16396715
amber,X,freedom,A,0.022469921
amber,X,health,A,0.054707613
amber,X,love,A,0.07037008
amber,X,peace,A,0.058346614
amber,X,cheer,A,0.010421547
amber,X,friend,A,0.02341163
amber,X,heaven,A,0.17379014
amber,X,loyal,A,0.042975813
amber,X,pleasure,A,0.029330239
amber,X,diamond,A,0.2825803
amber,X,gentle,A,0.13157783
amber,X,honest,A,0.019445619
amber,X,lucky,A,0.08792451
amber,X,rainbow,A,0.27026278
amber,X,diploma,A,0.066606805
amber,X,gift,A,0.120811336
amber,X,honor,A,0.08498547
amber,X,miracle,A,0.058291323
amber,X,sunrise,A,0.1505134
amber,X,family,A,-0.04784011
amber,X,happy,A,0.031460177
amber,X,laughter,A,0.043890826
amber,X,paradise,A,0.145898
amber,X,vacation,A,-0.024150241
amber,X,abuse,B,0.062062502
amber,X,crash,B,0.11259478
amber,X,filth,B,0.070406064
amber,X,murder,B,0.03287675
amber,X,sickness,B,0.093700826
amber,X,accident,B,0.0918115
amber,X,death,B,0.12229001
amber,X,grief,B,-0.017334932
amber,X,poison,B,0.15816446
amber,X,stink,B,0.07490656
amber,X,assault,B,0.049712844
amber,X,disaster,B,0.07704209
amber,X,hatred,B,0.064340435
amber,X,pollute,B,0.026099218
amber,X,tragedy,B,0.020112094
amber,X,divorce,B,0.022503696
amber,X,jail,B,0.03365474
amber,X,poverty,B,0.071259685
amber,X,ugly,B,0.10298765
amber,X,cancer,B,0.046776805
amber,X,kill,B,0.072712176
amber,X,rotten,B,0.16651708
amber,X,vomit,B,0.14272012
amber,X,agony,B,0.048798677
amber,X,prison,B,0.06759777
crystal,X,caress,A,0.24864317
crystal,X,freedom,A,0.055146318
crystal,X,health,A,-0.052658025
crystal,X,love,A,0.07548989
crystal,X,peace,A,0.073119745
crystal,X,cheer,A,0.008265126
crystal,X,friend,A,-0.009785158
crystal,X,heaven,A,0.22404082
crystal,X,loyal,A,-0.02390357
crystal,X,pleasure,A,0.07971153
crystal,X,diamond,A,0.3521228
crystal,X,gentle,A,0.07976091
crystal,X,honest,A,0.044669744
crystal,X,lucky,A,0.13112365
crystal,X,rainbow,A,0.28379315
crystal,X,diploma,A,0.11289054
crystal,X,gift,A,0.19288813
crystal,X,honor,A,0.10951283
crystal,X,miracle,A,0.16992062
crystal,X,sunrise,A,0.11441759
crystal,X,family,A,0.0074577853
crystal,X,happy,A,0.055988725
crystal,X,laughter,A,0.058845717
crystal,X,paradise,A,0.17834866
crystal,X,vacation,A,0.028780911
crystal,X,abuse,B,0.02170423
crystal,X,crash,B,0.023942603
crystal,X,filth,B,0.016068771
crystal,X,murder,B,-0.057473492
crystal,X,sickness,B,-0.0066638244
crystal,X,accident,B,0.021654597
crystal,X,death,B,-0.013665181
crystal,X,grief,B,-0.012311989
crystal,X,poison,B,0.1392111
crystal,X,stink,B,0.04720708
crystal,X,assault,B,0.020661399
crystal,X,disaster,B,0.03412073
crystal,X,hatred,B,-0.014871815
crystal,X,pollute,B,0.0143042
crystal,X,tragedy,B,0.009804707
crystal,X,divorce,B,0.052445535
crystal,X,jail,B,-0.02215091
crystal,X,poverty,B,-0.0034746914
crystal,X,ugly,B,0.07881674
crystal,X,cancer,B,0.07931669
crystal,X,kill,B,-0.020910153
crystal,X,rotten,B,0.09534859
crystal,X,vomit,B,0.041231483
crystal,X,agony,B,0.029109675
crystal,X,prison,B,-0.05489154
katie,X,caress,A,0.15853971
katie,X,freedom,A,0.08755858
katie,X,health,A,0.061166845
katie,X,love,A,0.2200856
katie,X,peace,A,0.07638882
katie,X,cheer,A,0.06719125
katie,X,friend,A,0.14162205
katie,X,heaven,A,0.18350142
katie,X,loyal,A,0.022966402
katie,X,pleasure,A,0.042074353
katie,X,diamond,A,0.06356579
katie,X,gentle,A,0.035977073
katie,X,honest,A,0.14254656
katie,X,lucky,A,0.14610556
katie,X,rainbow,A,0.12784022
katie,X,diploma,A,0.117915995
katie,X,gift,A,0.07024063
katie,X,honor,A,0.0041656056
katie,X,miracle,A,0.06836362
katie,X,sunrise,A,0.03310593
katie,X,family,A,0.054532327
katie,X,happy,A,0.15191281
katie,X,laughter,A,0.091972835
katie,X,paradise,A,0.12233744
katie,X,vacation,A,0.08781858
katie,X,abuse,B,0.0707775
katie,X,crash,B,0.04072615
katie,X,filth,B,0.14297655
katie,X,murder,B,0.05199849
katie,X,sickness,B,0.16023666
katie,X,accident,B,0.059557308
katie,X,death,B,0.06388243
katie,X,grief,B,0.10140523
